,Unnamed: 0,date,text,likes
148,148,4/2/14,"While much of the country spent the first three months of 2014 sheltering against snow and ice, banks began to fire up the lending furnaces.</br></br>That is welcome news for bank investors. Loan growth has been the missing ingredient for banks for some time. Without it, they have been left to try to bolster earnings through repeated rounds of cost cutting and reversals of loan-loss reserves, even as the Federal Reserve's superlow interest rate policy has weighed heavily on margins.</br></br>While loan growth seen in the first quarter isn't yet strong enough to suggest banks are anywhere near out of the woods, it does provide some reason to hope the lending environment is improving. And it could bode well for banks' coming first-quarter results, especially as firms continue to grapple with lower mortgage-origination activity.</br></br>Not that any lending gains have been immediately apparent. In the first quarter through the third week of March, the latest date for which Federal Reserve data are available, overall bank loans grew from a year earlier at an average of 2.5%.</br></br>The pace is the same as seen in the final quarter of 2013. While this at least marked stabilization following a long period of declining rates of loan growth, it wasn't anything for bank investors to write home about.",1222.0
149,149,4/1/14,"The International Monetary Fund is the latest organization to weigh in on what many lawmakers have been saying since the financial crisis: Size does matter when it comes to being a bank.</br></br>Large U.S. banks received a funding advantage of as much as $70 billion between 2011 and 2012, as investors demanded lower interest rates because of a perception that the government wouldn't let such firms fail during turbulent times, an IMF study found.</br></br>The benefit is global: Big banks in the euro area received as much as $300 billion in funding-cost advantages during that period, varying from $25 billion to $110 billion in Japan and $20 billion to $110 billion in the U.K., based on the analysis by the international organization based in Washington.</br></br>The study suggests regulators have work to do to curb the perception that banks are ""too big to fail."" The IMF found the expected value of government guarantees for a distressed bank is roughly comparable to what they enjoyed before the 2008 financial crisis.</br></br>""The high degree of concentration carries with it a high degree of potential systemic risk,"" according to the study. ""The distress or failure of one of the top three banks in a country, for example, could destabilize the country's entire financial system, in part because its activities may not easily be replaced by other institutions.""",952.0
150,150,3/31/14,"The euro strengthened Monday, while European stocks retreated from early highs, despite data showing inflation in the euro zone sank to its lowest level since 2009.</br></br>The anemic pace of price increases steps up the pressure on the European Central Bank to introduce fresh measures to stave off low inflation, but analysts and investors say the ECB will need to back up its recent dovish rhetoric with action before the euro will weaken significantly.</br></br>The European Union's statistics agency Monday said consumer prices rose 0.5% from March 2013, the lowest annual rate of inflation since November 2009 and well below the European Central Bank's target of just under 2%.</br></br>The euro dipped immediately after the data, but quickly recovered. At the end of the European session it was 0.2% higher against the dollar at $1.3777. It remains not far below the 21Ü2-year high of almost $1.40 hit early this month. The common currency gained 0.3% against the yen on Monday.</br></br>""The market is testing the ECB's resolve. Investors are waiting to see concrete action and we will not see the euro weaken in a sustainable fashion until we get that,"" said Phyllis Papadavid, a senior foreign-exchange strategist at BNP Paribas.",3062.0
151,151,3/28/14,"The Securities and Exchange Commission's municipal-bond enforcement unit said it is reviewing the past disclosures of defaulted and distressed municipalities to see if financial conditions were properly disclosed.</br></br>The typical debt load of borrowers leaving school with a master's, medical, law or doctoral degree jumped an inflation-adjusted 43% between 2004 and 2012, the New America Foundation said, helping fuel the surge in student-loan debt.</br></br>Jurors found five former employees of Bernard Madoff guilty of aiding and hiding his $17 billion Ponzi scheme in a trial that painted the money manager's Manhattan offices as a hive of illegal activity.</br></br>U.S. stocks snapped a losing streak on Friday, and the tech-heavy Nasdaq rebounded from nearly two-month lows. The S&P 500 fell 0.5% for the week to 1857.62, while the Nasdaq fell 2.8%, to 4155.76.</br></br>The Internal Revenue Service will treat bitcoin like property. The rule generally would impose capital-gains taxes on profits and on bitcoin retail transactions--a potential boost to investors, but one that requires extensive record-keeping.",398.0
152,152,3/27/14,"Regulators have opened investigations into municipalities that may have misled investors about their financial condition, the top official at the Securities and Exchange Commission's municipal-bond enforcement unit said Thursday.</br></br>The unit launched a wide-ranging review of past disclosures by financially stressed states and local governments a little over a year ago, signaling regulators have stepped up scrutiny of municipal-bond sales amid mounting investor anxiety. That review has resulted in an unspecified number of investigations of issuers, said LeeAnn Gaunt, the chief of the municipal securities and public pensions unit at the SEC.</br></br>The unit is looking for instances where there is ""tension between the disclosures and the subsequent announcements"" of financial stress by municipal bond issuers, Ms. Gaunt said at a National Association of Bond Lawyers conference in Boston.</br></br>She didn't specify which issuers are under investigation.</br></br>The review underscores officials' interest in ensuring proper sales and trading practices in the $3.7 trillion municipal-bond market. The market has long been seen by many mom-and-pop investors as a reliable source of tax-exempt income and a vehicle for retirement savings.",7002.0
153,153,3/27/14,"The 30-year bond stole the show Thursday, with its yield sinking to a nine-month low in an otherwise mixed trading session for the U.S. Treasurys market.</br></br>In late-afternoon trading, the so-called long bond rallied 10/32 in price to yield 3.526%, according to Tradeweb. The yield sunk as low as 3.492%, the first time it has crossed under 3.5% since July.</br></br>Benchmark 10-year notes rose 2/32 to yield 2.685%, while two-year notes shed a fraction in price to yield 0.450%. Bond yields move inversely to their prices.</br></br>Selling shorter-end Treasurys in favor of longer maturities is a powerful trade that has been in play since March 19, when the Federal Reserve's policy update stirred up concerns about the timing of its first rate increase.</br></br>The Fed's statement ""was a good reminder that the rate hike can come sooner or later than the Fed's base case,"" said Jake Lowery, portfolio manager at ING U.S. Investment Management. ""There will be greater volatility [in fixed income] than when the Fed's policy was calendar- or threshold-based.""",864.0
154,154,3/27/14,"Gold prices sank to a six-week low on Thursday as signs of improving U.S. economic growth and easing concerns about Ukraine sapped investor interest in the haven asset.</br></br>Gold for April delivery, the most active contract, fell $8.70, or 0.7%, to $1,294.70 a troy ounce on the Comex division of the New York Mercantile Exchange. This was gold's lowest settlement price since Feb. 11, when futures closed at $1,295 an ounce.</br></br>Gold had rallied over the first two months of 2014 as investors sought to protect their wealth from risks such as a slowing U.S. economy, turbulence in emerging markets, and a political crisis in Ukraine. Gold is considered by some traders as a safer investment than currencies or Treasury bonds, because the precious metal's value isn't tied to a government or country.</br></br>But after Russia annexed Ukraine's Crimea region in mid-March, some of the uncertainty surrounding the geopolitical tensions in Eastern Europe appeared to subside and gold prices turned lower. Futures are now on track to post a 2% loss for March.</br></br>""If you're a gold bull, you have to be disappointed with what's happened,"" said Bill O'Neill, a principal with commodities investment company Logic Advisors. ""To go from $1,380 to $1,290 and change in a very brief time shows that this market doesn't have very much momentum,"" he added.",2295.0
155,155,3/26/14,"HONG KONG--The U.S. unemployment rate should fall below 6% by the end of 2014, St. Louis Federal Reserve President James Bullard said Wednesday at an investor conference in Hong Kong.</br></br>Mr. Bullard, a member of the policy-setting Federal Open Market Committee, said the U.S. economy is improving and unemployment had fallen much more quickly than many people expected.</br></br>The Fed had previously committed to keeping short-term rates low well past the time when the unemployment rate fell below 6.5%, especially if inflation remained below 2%. The unemployment rate stood at 6.7% in February, while inflation has failed to rise significantly and economic growth remains fragile.</br></br>That pushed the Fed at its policy meeting last week to drop reference in its regular statement to the unemployment threshold. Instead, the statement said rates will stay low for a considerable time after the Fed's bond-buying program ends.</br></br>Mr. Bullard, speaking at a conference organized by Credit Suisse, said the FOMC from now on would use ""more standard"" and ""qualitative"" language rather than relying on quantitative thresholds to guide market expectations of future rate decisions.",2015.0
156,156,3/23/14,"Management issues, poor performance and redemptions from its flagship fund have been headline headaches for Pacific Investment Management Co. Investors pulled $47.8 billion, or 16.5% of assets, from its huge Total Return Fund in the 12 months through February, according to Morningstar.</br></br>Relative to assets, though, redemptions at some of Pimco's peers have been. Investors pulled $8.03 billion, or 20.5% of assets, from DoubleLine Total Return Bond Fund in the period; $6.07 billion, or 20.7% of assets, from J.P. Morgan Core Bond; and $6.06 billion, or 18.3% of assets, from American Funds Bond Fund of America, says Morningstar.</br></br>(DoubleLine Capital says Morningstar's figures are slightly off, and that redemptions for its fund were actually $7.62 billion.)</br></br>The redemptions were partly the result of the convulsion in the financial markets last summer as investors began to fear that the Federal Reserve would begin to reduce its monthly bond purchases and perhaps move to boost interest rates, which is bad for bond prices.</br></br>Daisy Maxey WSJ.com",1299.0
157,157,3/22/14,"With Sunday marking the fourth anniversary of the Affordable Care Act being signed into law, it's worth revisiting the initial purpose of the president's signature legislation: Universal coverage was the main goal. Four years later, not even the White House pretends that this goal will be realized. Most of those who were uninsured before the law was passed will remain uninsured, according to the Congressional Budget Office.</br></br>Democrats also fixated on another goal: protection for people with pre-existing conditions. One of the first things the new law did was create federal risk pools so that people who had been denied coverage for health reasons could purchase insurance for the same premium a healthy person would pay. Over the next three years, about 107,000 people took advantage of that opportunity.</br></br>Think about that. One of the main reasons given for interfering with the health care of 300 million people was to solve a problem that affected a tiny sliver of the population.</br></br>More recently, the president has had to explain why between four million and seven million people are losing their health insurance despite his promise that they would not. The new insurance will be better, he tells us. No longer will insurers be able to cancel your coverage after you get sick. What he doesn't say is that this practice was made illegal at the federal level by the Health Insurance Portability and Accountability Act of 1996, and was illegal in most states long before that.</br></br>While the president and his party struggle to find more convincing reasons why we need ObamaCare, three huge problems won't go away.",159.0
158,158,3/21/14,"Looser corporate-governance standards are luring foreign companies to U.S. markets, a development causing concern among some large investors.</br></br>Overseas companies like Chinese e-commerce giant Alibaba Group Holding Ltd. have recently opted to list their shares in New York rather than in their home markets or on other international exchanges, in part because the U.S. in some respects is more lenient, people familiar with the matter say.</br></br>Unlike venues in London and Hong Kong, their main rivals in the race for global listings, the New York Stock Exchange and the Nasdaq Stock Market allow corporate insiders who collectively own less than half their companies' stock to exercise control through dual-share structures and other means. In addition, many foreign companies are exempted from some of the disclosure requirements imposed on U.S. corporations.</br></br>""If you're looking to do dual-class, the U.S. is where you can do that,"" said Alex Cohen, a former Securities and Exchange Commission official who is now a partner at law firm Latham & Watkins LLP. ""That's certainly a draw for some companies.""</br></br>So far this year, at least 15 foreign companies have filed papers in preparation for initial public offerings in the U.S., according to a search of securities filings, with most likely to trade on Nasdaq or the NYSE. That puts 2014 on track to be the busiest year for such filings since at least 1996--though the increase in activity comes amid a broader pickup in IPOs, with firms listing at the fastest rate in years.",26.0
159,159,3/20/14,"U.S. regulators are warning banks to stop lending excessive sums to fund corporate takeovers.</br></br>A year after the Office of the Comptroller of the Currency, Federal Reserve and Federal Deposit Insurance Corp. issued guidelines designed to deter banks from funding deals that regulators feel are too laden with debt, some banks have continued to finance such deals under the impression that the guidelines are flexible.</br></br>But now, the OCC says it isn't giving banks any wiggle room on the guidelines, which limit the amount they can lend to fund corporate buyouts and attempt to stamp out other lending practices regulators consider risky.</br></br>""On new issuance, we have a 'no exceptions' policy,"" Martin Pfinsgraff, the OCC's senior deputy comptroller for large-bank supervision, said in an interview.</br></br>Starting late last summer, the Federal Reserve and OCC sent letters to banks demanding they comply with guidance published in March 2013 saying they should avoid financing takeover deals that would put debt on a company of more than six times its earnings before interest, taxes, depreciation and amortization, or Ebitda. The guidelines also are designed to limit borrowing agreements that don't contain lender protections known as covenants and stretch out payment timelines.",593.0
160,160,3/20/14,"U.S. stocks rallied Thursday after an upbeat report on factory activity helped shift the focus away from concerns that the Federal Reserve might raise interest rates sooner than expected.</br></br>The Dow Jones Industrial Average climbed 108.88 points, or 0.7%, to 16331.05. The S&P 500 advanced 11.24 points, or 0.6%, to 1872.01, and the Nasdaq Composite Index gained 11.68 points, or 0.3%, to 4319.29.</br></br>The rally wiped away Wednesday's 0.6% drop in the S&P 500, which came after Fed Chairwoman Janet Yellen said in a news conference that the central bank could raise rates ""something on the order of six months"" after it winds down its bond-buying program. That could mean a rate increase as early as April of next year, instead of later in 2015, as many had expected.</br></br>Stocks had started Thursday's session lower, but major benchmarks turned higher after the Philadelphia Federal Reserve's manufacturing-activity index for March topped expectations. Other economic data were firm as well, giving credence to the idea that soft reports clouding markets earlier this year reflected cold winter weather rather than a true growth slowdown.</br></br>The rebound also came as investors rethought Ms. Yellen's comments.",350.0
161,161,3/20/14,"Discover Financial Services proposed a 20% increase to the credit-card company's dividend and up to $1.6 billion in stock buybacks over the next year, moves that would need approval from the Federal Reserve.</br></br>The announcement comes as the lender was among 29 of the 30 largest institutions that the Fed said have enough capital to continue lending even when faced with a hypothetical jolt to the U.S. economy lasting into 2015.</br></br>The so-called ""stress test"" is an annual test of big banks' financial health, and positive views can clear the way for the companies to reward investors with dividends and buybacks.</br></br>Discover on Thursday said its proposed actions include an increase to the company's next quarterly dividend to 24 cents a share from 20 cents previously. It also intends to repurchase up to $1.6 billion in stock during the next four quarters ended March 31.</br></br>The company said the actions would be subject to a ""non-objection"" from the Fed later this month, and the dividend increase will also need approval from Discover's board.",541.0
162,162,3/20/14,"U.S. Treasury prices trickled lower Thursday as nervousness about when the Federal Reserve might raise rates settled down a bit.</br></br>After suffering a sharp selloff Wednesday on the back of the Fed's policy announcement, Treasurys wobbled between minor gains and losses most of the session. The ten-year note traded down 1/32 in price by late afternoon to yield 2.775%, according to Tradeweb. The 30-year slipped 8/32 to yield 3.665%, while the two-year held flat to yield 0.428%. Bond yields move inversely to prices.</br></br>The session's ups and downs reflected buying from bargain hunters who took advantage of Wednesday's sharp price drop, offset by sellers facing the newfound fear of a potential Fed rate increase on the horizon.</br></br>""There's been a shift in the Fed's thinking,"" said Tom di Galoma, head of fixed income rates at ED&F Man Capital. ""They're beginning to say we have to address raising rates.""</br></br>The Fed's policy update Wednesday rattled bond investors after the committee's rate projections showed some officials shifting forward their forecast for higher rates. Comments from Fed Chairwoman Janet Yellen exacerbated those concerns after she said a rate increase could happen around six months after the central bank is done buying bonds.",1979.0
163,163,3/20/14,"Lending Club, the biggest ""peer-to-peer"" consumer-lending platform, is expanding to businesses.</br></br>The San Francisco-based company on Thursday will launch a platform for investors to fund loans to small companies. It joins a number of upstarts, including Dealstruck and Funding Circle, offering small businesses alternatives to banks, credit cards and short-term lenders.</br></br>The ventures aim to capitalize on a crunch that has been growing since the financial crisis. The value of outstanding commercial loans under $1 million at federally insured banks -- a proxy for small business -- has declined nearly 15% since 2008 to $287.6 billion in last year's fourth quarter, according to the Federal Deposit Insurance Corp. The data, the most recent available, aren't adjusted for inflation.</br></br>""We see a lot of unmet demand and needs in the market,"" said Renaud Laplanche, Lending Club's chief executive. ""Small-business owners don't have access to bank loans, so they resort to just charging credit cards, paying a high interest rate, similar to the consumer side.""</br></br>Lending Club has originated $3.8 billion in consumer loans since it began in 2007.",512.0
164,164,3/19/14,"OTSU, Japan--One of the Bank of Japan's more outspoken policy board members warned on Wednesday that too much monetary stimulus could cause problems for the economy in the future, even as the head of the bank said that it should stand ready to act again if needed.</br></br>Board member Takahide Kiuchi, a former Nomura Securities economist, has been skeptical over the BOJ's ability to attain its 2% inflation target in two years and is wary of maintaining an ultra-easing monetary policy for an extended period.</br></br>""If the current large-scale easing policy were to be protracted or strengthened by additional measures, the associated side effects would instead outweigh the positive effects,"" he said at a meeting with business leaders in the city of Otsu in Shiga Prefecture, western Japan.</br></br>Financial markets and many private-sector economists say, however, that the central bank will add more fuel to its massive easing program later this year to shore up the economy.</br></br>Speaking in Tokyo, BOJ Gov. Haruhiko Kuroda took a different tack, saying that the central bank stood ready to take additional action if necessary to achieve the 2% inflation target.",191.0
165,165,3/14/14,"Seeking Clues in Mixed Sentiment Signals</br></br>""Stocks Rise on Strong Consumer Sentiment.""</br></br>A headline reading something like that, or its inverse, is a distinct possibility Friday morning. It may even be true in the short run as information-hungry traders parse every piece of major or minor data these days for a clue about markets' direction. Or it may reflect the simple urge to rationalize stocks' sometimes frustratingly random walk.</br></br>Friday's Thomson Reuters/University of Michigan consumer-sentiment survey is the longest-running poll of its kind.</br></br>That history hasn't translated into a great stock-market-timing tool, though, even though plenty of investors have tried to use it that way. But the survey's breadth enhances its usefulness as an economic early-warning system.",1330.0
166,166,3/10/14,"The Federal Reserve may have to accelerate the pace of tapering to take into account the economic pickup currently ongoing in the U.S. and the improving forecast for the near future, Federal Reserve Bank of Philadelphia President Charles Plosser said.</br></br>""We must back away from increasing the degree of policy accommodation in a manner commensurate with an improving economy,"" Mr. Plosser told a panel in Paris. ""Reducing the pace of asset purchases in measured steps is moving in the right direction, but the pace may leave us well behind the curve if the economy continues to play out according to the FOMC forecasts.""</br></br>Based on the latest gross domestic product numbers, the U.S. economy accelerated its pace of expansion in the second half of 2013 from the first half. Real output showed growth of 3.3% from 1.8% in the first half.</br></br>As the economic outlook improves, the Fed announced in January its second cut to its monthly purchase program to $65 billion. At the current pace, the FOMC will end the purchase program later this year.</br></br>But Mr. Plosser noted the pace may not be fast enough.",494.0
167,167,3/10/14,"Washington's effort to push banks out of the mortgage-servicing business is propelling the handling of customers' loans into companies such as hedge funds and nonbank financial firms.</br></br>The shift is fueling concern among federal and state regulators about the level of oversight and capital requirements in the industries now servicing a growing share of these loans.</br></br>Banks such as Morgan Stanley, Bank of America Corp., Goldman Sachs Group Inc. and Ally Financial Inc., have been selling mortgage-servicing rights to nonbank companies, including Ocwen Financial Corp., and Nationstar Mortgage Holdings Inc., which have doubled their servicing portfolios in the past year.</br></br>About $1.03 trillion of mortgage-servicing rights were sold in 2013, with the vast majority going to nonbank firms, said Guy Cecala, publisher and chief executive officer of industry newsletter Inside Mortgage Finance. Among the 30 largest mortgage servicers, nonbank firms held a 17% market share at the end of 2013, up from 9% at the end of 2012 and 6% at the end of 2011.</br></br>The business can be lucrative. Servicers typically make money by collecting a fee from the mortgage's owner -- usually a bank or investor -- for handling billing and payment collection. Ten of the largest U.S. mortgage lenders took in $8.23 billion in servicing income in 2013, according to an analysis by Inside Mortgage Finance.",1019.0
168,168,3/3/14,"Corrections & Amplifications</br></br>Luxury goods that see increased demand with higher prices are called Veblen goods, named for American economist Thorstein Veblen, who described the phenomenon. A Page One article on Monday about spending by the wealthy incorrectly said such items were Giffen goods as identified by Scottish economist Robert Giffen.</br></br>(WSJ March 4, 2014)</br></br>Despite expanding into new markets, the luxury-retail business has been relying on price increases to drive sales. Now, even the very wealthy are nearing the limits of what they are willing to spend.</br></br>In the past five years, the price of a Chanel quilted handbag has increased 70% to $4,900. Cartier's Trinity gold bracelet now sells for $16,300, 48% more than in 2009. And the price of Piaget's ultrathin Altiplano watch is now $19,000, up $6,000 from 2011.",6199.0
169,169,3/3/14,"The big question on investors' minds now is a simple, if scary, one: Is the stock market topping out?</br></br>After surging 32% last year, including dividends, the S&P 500 index has bogged down in 2014. It closed at a record 1859.45 Friday, but that is up just 0.6% from Dec. 31. The Dow Jones Industrial Average closed at 16321.71 Friday, still down 1.5% from Dec. 31.</br></br>Just to be safe, some professional money managers are lightening up on stocks, traders say. But analysts who track investor psychology and trading patterns say it could be too soon to head for the exits.</br></br>Many expect stocks to be volatile and some predict a sharp pullback in 2014. Just not yet. Investors simply aren't acting the way they typically do when stocks are on the brink of serious trouble, these analysts say. ""There's nothing that I see here now that says imminent demise,"" said Phil Roth, a veteran independent analyst who correctly predicted the end of the previous bull market in 2007.</br></br>True, Mr. Roth says, the current bull market has been running for nearly five years and is weary. Based on corporate earnings levels, stocks are probably overpriced. A negative event, such as trouble in the bond market or in the world economy, could send stocks down.",4399.0
170,170,3/1/14,"Warren Buffett is poised to disclose a blockbuster 2013, with record earnings expected when the billionaire investor releases his company's annual report on Saturday.</br></br>Berkshire Hathaway Inc.'s earnings should reflect an improving economy, a soaring stock market and the lack of a major catastrophe that could have put a dent in the conglomerate's insurance profits.</br></br>At the same time, the market's steep climb last year probably means Mr. Buffett will miss his own target for increasing Berkshire's net worth.</br></br>Analysts polled by Thomson Reuters expect Berkshire to post, on average, annual revenue of about $180 billion, up roughly 11% from 2012. The Omaha, Neb.-based company is projected to report net profit of about $18.5 billion, up from $14.8 billion in 2012.</br></br>Berkshire will release its annual report and its annual letter to shareholders Saturday morning. The release of the letter is a much-awaited event, not just for Berkshire shareholders but for the wide universe of acolytes who look to the 83-year-old chairman for investing wisdom and insights.",4521.0
171,171,2/27/14,"DuPont Co. anticipates generating as much as $500 million a year in revenue from high-tech farm data services over the coming decade, a senior official said Thursday.</br></br>The chemical and agricultural company outlined plans to begin selling to farmers next month a suite of data-driven services called Encirca. The services, sold through local dealers, are aimed at increasing farmers' yields through analysis of their weather, soil and crop performance.</br></br>""There is enormous potential for these services to help improve productivity for North America corn and soybean farmers and extend globally to a wide range of crops and markets,"" said James Borel, executive vice president for DuPont, in a statement.</br></br>DuPont, of Wilmington, Del., is revamping and expanding a range of services built around analyzing information gathered from farmers' fields by modern combines and tractors, and delivering tailored advice on planting, fertilizer use and water management.</br></br>DuPont, rival Monsanto Co. and other seed and software companies are investing and striking deals with weather and equipment companies and soil analysis specialists to broaden the range of analysis they are able to deliver for farmers, which can mean more crops per acre and increased revenue at harvest time.",725.0
172,172,2/26/14,"J.P. Morgan Chase & Co. offered a cautious outlook as it lowered its projections of a key profitability measure amid a slump in trading at the start of the year and boosted job-cut targets for its branches and mortgage business.</br></br>The reduced ambitions outlined Tuesday by Chief Executive James Dimon and others at the bank's annual investor day in New York show how J.P. Morgan's size and power across various markets hasn't made it immune to the struggles weighing down results at financial companies of all stripes. Executives across the banking industry, despite some early signs of loan growth, are wrestling with a sluggish U.S. economy and the effect of low interest rates on profits from lending, investing and trading.</br></br>J.P. Morgan executives said trading revenue had fallen 15% this year, due largely to a slump in trading activity in fixed-income markets. The bank lowered projections of a profitability measure known as return on tangible common equity to 15% to 16% for 2014, down from 16% in 2013.</br></br>Pressures on J.P. Morgan are acute in part because the bank has had to increase compliance costs. Tuesday, the bank said it would add 3,000 employees to compliance areas as it works to shore up relationships with the numerous regulators that oversee the bank's global operations. Executives said the 3,000 employees would be on top of the 7,000 additions to compliance in 2013.</br></br>The bank has agreed to more than $20 billion in settlements over the past year to resolve a number of government investigations and lawsuits, but it still faces a number of federal probes.",5654.0
173,173,2/22/14,"Two days after U.S. officials decided to let Lehman Brothers collapse in September 2008, and just before the Federal Reserve unleashed a torrent of programs to bolster the financial system, central-bank officials were still struggling to grasp the magnitude of the calamity that had hit the economy.</br></br>""I think that our policy is looking actually pretty good,"" Fed Chairman Ben Bernanke said of the level of interest rates at a closed-door Fed policy meeting on Sept. 16, 2008, according to transcripts of its policy meetings that were released Friday after the traditional five-year lag.</br></br>Officials decided at the meeting to hold interest rates steady at 2%. It was one of Mr. Bernanke's last moments of passivity in the financial crisis.</br></br>As he spoke, the Fed was moving ahead with plans to help bail out American International Group Inc., the large failing insurer seen as crucial to the financial system. Within days Mr. Bernanke and Treasury Secretary Henry Paulson would go to Congress and make an urgent plea for a bank-bailout plan. By year-end, the Fed chairman had pushed a still-hesitant central bank toward an unprecedented experiment with easy-money policies aimed at reviving the economy.</br></br>The Fed transcripts, 1,865 pages documenting one of the most turbulent economic times in the nation's history, covered eight formal and six emergency policy meetings the central bank conducted in 2008. They provide the most complete view yet into developments inside the nation's central bank as the financial crisis worsened and threatened to plunge the U.S. into another Great Depression.",2664.0
174,174,2/21/14,"The Federal Reserve on Friday released 1,865 pages of transcripts of its behind-closed-doors policy meetings in 2008, the year of the worst financial crisis in generations. The Fed announced the outcome of the meetings right after they occurred, and it released minutes summarizing the discussions a few weeks later. But these documents reveal for the first time officials' verbatim remarks during the heat of many difficult moments that year. Among the insights they provide:</br></br>1. The Fed was often behind the curve</br></br>""A perception has developed that we are tentative and indecisive,"" then-Chairman Ben Bernanke warned his colleagues in January 2008. At times, he moved aggressively to cut short-term interest rates; at others, he held back. After Lehman Brothers collapsed, he thought monetary policy, with short-term interest rates at 2%, was in the right place. By year-end, he acknowledged the Fed was at a ""historic juncture"" and moved aggressively to unconventional policies to avert another depression.</br></br>2. Janet Yellen's forecasting record was mixed</br></br>The current Fed chairwoman said in March 2008 that history would probably show a recession had started in November 2007. That was a good call: The National Bureau of Economic Research put the date at December 2007. Ms. Yellen is highly regarded for her ability to read the economy, but she also makes mistakes. In June 2008, she guessed the Fed's next move would be interest-rate increases to fight inflation before year-end. Instead, the Fed continued cutting rates through the year.",175.0
175,175,2/18/14,"NEW YORK--The Federal Reserve Bank of New York said Tuesday that David Cote of Honeywell International, Inc. has been named as a candidate for its board of directors.</br></br>Mr. Cote has been chairman and chief executive officer at Honeywell since 2002. The business leader is the sole nominated candidate for the position, with voting to conclude on March 6.</br></br>The boards that oversee each of the 12 regional Fed banks have been a source of controversy in recent years given the presence of bankers on this oversight panels, who are in turn regulated by the central bank.</br></br>Fed officials counter that the boards have no direct input into monetary policy-making. And while the boards are responsible for overseeing the search process to find a new regional Fed bank presidents, bankers on the boards aren't involved in that key function.</br></br>Regional Fed leaders say their boards provide valuable business intelligence on the economy, and offer important guidance in managing the operations of each regional Fed bank.",757.0
176,176,2/13/14,"China's inflation remained tepid in January, but economists said the country's central bank still has little room to ease monetary policy as concerns over growing debt overshadow slowing economic growth.</br></br>China's consumer-price index rose 2.5% year-over-year, data released by the National Bureau of Statistics on Friday showed, matching December's pace. Economists had expected a slightly lower figure, but on Friday said January's figure was still mild.</br></br>China's CPI typically spikes around the Lunar New Year holiday, which fell at the end of January, but this year muted food prices helped to keep overall inflation modest. A stronger Chinese yuan has also helped push down the prices of imported goods, said Bill Adams, an economist at U.S.-based PNC Financial Services.</br></br>Consumer inflation could pick up somewhat later this year, averaging 3% in 2014, according to estimates by J.P. Morgan. Still, that would be easily within the government's stated tolerance of 3.5%.</br></br>Despite a slowing economy and tepid price rises, the central bank is unlikely to cut interest rates or tone down its commitment to slowing the growth of credit, experts said.",535.0
177,177,2/12/14,"Asian markets moved higher on Wednesday after the release of stronger-than-expected trade data from China, and U.S. Federal Reserve Chairwoman Janet Yellen said she planned no major changes in the central bank's monetary policies.</br></br>In the biggest economic headline in Asia on Wednesday, China reported that exports climbed 10.6% in January from a year earlier, a much strong gain than the 0.1% rise that had been expected. The figure also marked an improvement on December's 4.3% growth, and a rise from a high base early last year, when exports were widely believed to have been overstated as capital flows were disguised as trade payments.</br></br>The impact was most felt in Hong Kong, where the Hang Seng Index jumped 1.5% to 22285.79. In mainland China, the Shanghai Composite gained 0.3% to 2110.79 after gaining 2.9% over the previous two sessions.</br></br>In Australia, a country with strong trade links with China, the benchmark S&PASX 200 rose 1.1% to 5310.10.</br></br>More broadly for the region, Ms. Yellen suggested in her first congressional testimony as chairwoman that the Fed would keep in place most of its easy-money policies as it gradually reduces the extraordinary bond-buying program that it has used to stimulate the U.S. economy.",4358.0
178,178,2/8/14,"Federal Reserve officials don't appear inclined to alter the course they have set out for monetary policy, despite a disappointing jobs report Friday that raised questions about the economy's underlying strength.</br></br>Central bank officials are on a path to reduce their monthly bond buying by $10 billion at coming policy meetings. At their meeting in late January, they lowered the purchases by that amount to $65 billion and will consider cutting them to $55 billion at their next meeting March 18-19.</br></br>They have said they would stick to the plan if the economy lives up to their forecasts. A weakening economy could spur them to keep the program going longer than expected, but Fed officials have said in recent weeks they are inclined to stay on track, a message one official repeated Friday.</br></br>""We don't want to be moving monetary policy very dramatically in either direction at this point unless we see strong validation in the data,"" Boston Fed President Eric Rosengren said in an interview after poring through the jobs report.</br></br>Fed Chairwoman Janet Yellen will testify Tuesday and Thursday before Congress on the outlook for the economy and monetary policy, her first public appearance since being sworn in as the Fed's leader Monday.",236.0
